# label=Hugo-Hexapod-v0|bumps|amp30mm|v0.3,dt=0.02,num_envs=16,steps=4500
t,env_id,z_world,z_rel,ground_z,tilt_deg,roll_deg,pitch_deg,wx,wy,vz_w,vx_b,cmd_vx,ep_step
0.0,0,1.011591911315918,1.0410897731781006,-0.029497908428311348,8.707977294921875,1.6137408018112183,-8.558268547058105,-0.06051786243915558,-0.1870134472846985,-0.4019932746887207,0.2452511340379715,0.30000001192092896,101.0
0.0,1,1.0033578872680664,1.0333690643310547,-0.03001125529408455,8.666645050048828,1.0203813314437866,-8.606831550598145,-0.02382955141365528,-0.29450175166130066,0.0008333403966389596,0.2975470721721649,0.30000001192092896,101.0
0.0,2,1.0085418224334717,1.0385189056396484,-0.02997710183262825,6.41178560256958,1.8846971988677979,-6.1296515464782715,-0.11020559072494507,-0.1413215696811676,-0.08187707513570786,0.28496915102005005,0.30000001192092896,101.0
0.0,3,1.0327508449554443,1.0623209476470947,-0.029570091515779495,5.640904426574707,1.8093769550323486,-5.3437299728393555,0.04195748642086983,-0.20318038761615753,-0.14796288311481476,0.2639743983745575,0.30000001192092896,101.0
0.0,4,1.0077176094055176,1.0375266075134277,-0.029809053987264633,6.626020908355713,1.562443494796753,-6.439958572387695,-0.1702418029308319,-0.34797203540802,-0.1528071016073227,0.25818946957588196,0.30000001192092896,101.0
0.0,5,1.0436112880706787,1.074823021888733,-0.031211713328957558,6.36155891418457,2.3363707065582275,-5.918625354766846,-0.22952693700790405,0.06307068467140198,-0.45764800906181335,0.318496435880661,0.30000001192092896,101.0
0.0,6,0.9988565444946289,1.0297367572784424,-0.03088029846549034,7.499727725982666,1.8910783529281616,-7.258717060089111,-0.09622546285390854,-0.17813870310783386,-0.14940011501312256,0.28550946712493896,0.30000001192092896,101.0
0.0,7,1.0267786979675293,1.0567313432693481,-0.02995271608233452,7.199444770812988,1.7446043491363525,-6.985952854156494,-0.031290482729673386,-0.38448622822761536,-0.09427189081907272,0.28184351325035095,0.30000001192092896,101.0
0.0,8,1.0252314805984497,1.0562244653701782,-0.03099300153553486,6.294665336608887,1.9606034755706787,-5.982723712921143,-0.11620086431503296,-0.28888657689094543,-0.00798225961625576,0.2766386866569519,0.30000001192092896,101.0
0.0,9,1.0076173543930054,1.0376818180084229,-0.030064480379223824,8.249763488769531,2.328903913497925,-7.9163899421691895,-0.06114748865365982,-0.2617920935153961,-0.04707590490579605,0.2861781716346741,0.30000001192092896,101.0
0.0,10,1.0097296237945557,1.0399198532104492,-0.030190307646989822,7.148306369781494,1.2882360219955444,-7.0318732261657715,-0.10167063027620316,-0.10518482327461243,-0.00019047745445277542,0.29362788796424866,0.30000001192092896,101.0
0.0,11,0.9941484928131104,1.0230036973953247,-0.028855206444859505,10.104371070861816,0.8871606588363647,-10.065752983093262,-0.13474830985069275,-0.15390922129154205,0.011781335808336735,0.31707829236984253,0.30000001192092896,101.0
0.0,12,0.9986720085144043,1.030669093132019,-0.03199707344174385,8.273981094360352,1.287668228149414,-8.173867225646973,-0.2292553186416626,-0.12129348516464233,-0.01743880845606327,0.3043055832386017,0.30000001192092896,101.0
0.0,13,1.0318307876586914,1.0632728338241577,-0.03144204989075661,8.327041625976562,3.2157413959503174,-7.685085773468018,-0.17585903406143188,0.19237981736660004,-0.5054396390914917,0.2856510579586029,0.30000001192092896,101.0
0.0,14,0.9984560012817383,1.0273282527923584,-0.028872277587652206,8.034605026245117,2.120509386062622,-7.751511573791504,-0.07253872603178024,-0.16844265162944794,0.07742197066545486,0.31819987297058105,0.30000001192092896,101.0
0.0,15,1.038615345954895,1.0683673620224,-0.029752014204859734,7.82072114944458,1.771355152130127,-7.618705749511719,-0.21111837029457092,0.06057530641555786,-0.5222271084785461,0.335795521736145,0.30000001192092896,101.0
0.02,0,1.0041699409484863,1.0336463451385498,-0.02947646751999855,8.885509490966797,1.4769108295440674,-8.762877464294434,-0.19488397240638733,-0.1313033252954483,-0.2935761511325836,0.28587859869003296,0.30000001192092896,102.0
0.02,1,1.0042970180511475,1.0342098474502563,-0.029912831261754036,8.958725929260254,1.0922253131866455,-8.892441749572754,-0.014126422815024853,-0.26716336607933044,0.06143632531166077,0.31286486983299255,0.30000001192092896,102.0
0.02,2,1.0072909593582153,1.03718900680542,-0.029898053035140038,6.547421455383301,1.7578928470611572,-6.308028221130371,-0.12626905739307404,-0.17888227105140686,-0.009415945038199425,0.2888736128807068,0.30000001192092896,102.0
0.02,3,1.0291873216629028,1.05881667137146,-0.029629433527588844,5.912413120269775,1.8282314538955688,-5.623592376708984,0.02339210733771324,-0.3067610561847687,-0.13452795147895813,0.27882757782936096,0.30000001192092896,102.0
0.02,4,1.005268931388855,1.0352152585983276,-0.029946299269795418,6.979518413543701,1.4185782670974731,-6.834535121917725,-0.1246204525232315,-0.3504410684108734,-0.05823191627860069,0.26546287536621094,0.30000001192092896,102.0
0.02,5,1.033647894859314,1.0647339820861816,-0.031086120754480362,6.197231292724609,2.1079089641571045,-5.829042911529541,-0.2623538672924042,0.0775078758597374,-0.4398714303970337,0.27603626251220703,0.30000001192092896,102.0
0.02,6,0.9963693618774414,1.027419090270996,-0.031049801036715508,7.6924052238464355,1.769715428352356,-7.487264633178711,-0.16224579513072968,-0.23693987727165222,-0.06288249045610428,0.2892515957355499,0.30000001192092896,102.0
0.02,7,1.025087594985962,1.0551375150680542,-0.030049942433834076,7.536686897277832,1.677510380744934,-7.348674774169922,-0.09889253973960876,-0.282662034034729,-0.03524957224726677,0.2865568697452545,0.30000001192092896,102.0
0.02,8,1.0245394706726074,1.0552244186401367,-0.030684996396303177,6.573069095611572,1.8370451927185059,-6.312230110168457,-0.12972815334796906,-0.2912970185279846,-0.01097992155700922,0.28368017077445984,0.30000001192092896,102.0
0.02,9,1.0062580108642578,1.036414623260498,-0.030156640335917473,8.512739181518555,2.2879374027252197,-8.201708793640137,-0.051813967525959015,-0.24479791522026062,-0.04421483352780342,0.2907347083091736,0.30000001192092896,102.0
0.02,10,1.009400486946106,1.0397353172302246,-0.03033483773469925,7.284214973449707,1.2356511354446411,-7.179206848144531,-0.10237585753202438,-0.15005923807621002,0.00967411044985056,0.29996025562286377,0.30000001192092896,102.0
0.02,11,0.9939548969268799,1.0228207111358643,-0.028865784406661987,10.262091636657715,0.8120129704475403,-10.230250358581543,-0.1242372915148735,-0.15052631497383118,0.010572758503258228,0.3201453983783722,0.30000001192092896,102.0
0.02,12,0.9982728958129883,1.0302491188049316,-0.031976208090782166,8.327749252319336,1.0936967134475708,-8.256125450134277,-0.19896718859672546,-0.08690691739320755,0.0002822348615154624,0.3101164698600769,0.30000001192092896,102.0
0.02,13,1.0221030712127686,1.0536954402923584,-0.03159239515662193,7.990357398986816,3.0702927112579346,-7.38046407699585,-0.08475372940301895,0.3013979494571686,-0.43706420063972473,0.2846681773662567,0.30000001192092896,102.0
